,Regla,Soporte,Confianza,Lift
0,Apio->Mazorca,0.015838115030250587,0.5016850146034598,4.15118660273063
1,Zanahoria->Habichuela,0.01730631467703154,0.6207071991859577,4.202097729090032
2,Zanahoria->Mazorca,0.019192986686904653,0.6079532689283307,4.115755470706636
3,Remolacha->Zanahoria,0.01611473235500642,0.6893203883495146,4.666599070057127
4,"Ahuyama->Ajo,Apio",0.014114576314464248,0.5582047685834501,4.618858625377784
5,"Ahuyama->Ajo,Zanahoria",0.016043804835838258,0.6345021037868163,4.295487232824327
6,"Ahuyama->Apio,Cebolla",0.02817241061359397,0.5423265974877116,4.48747489014584
7,"Ahuyama->Apio,Lechuga",0.013823773485874784,0.6392259757297475,5.28926762674813
8,"Ahuyama->Apio,Name",0.01271021143493464,0.5624607658505963,4.654074823435045
9,"Ahuyama->Apio,Papa",0.021356276021533595,0.5165551552581917,4.274229402235882
10,"Ahuyama->Pepino,Apio",0.014405379143053714,0.634093037777084,5.2467951935649575
11,"Ahuyama->Apio,Pimenton",0.021469760052202653,0.6159951159951159,5.097044158051259
12,"Ahuyama->Tomate,Apio",0.023540843611912988,0.5304459005913378,4.389168206964736
13,"Ahuyama->Apio,Yuca",0.014313173368135102,0.5506139154160982,4.556048202394522
14,"Ahuyama->Apio,Zanahoria",0.02129244125428225,0.6650420912715995,4.502238519460844
15,"Ahuyama->Mazorca,Cebolla",0.01341948662661626,0.5117662969975656,7.388226341121214
16,"Ahuyama->Name,Cebolla",0.018256743433884913,0.5251989389920425,7.582149622112337
17,"Ahuyama->Zanahoria,Cebolla",0.03174006482775252,0.611004915346805,4.136414674437275
18,"Ahuyama->Pepino,Lechuga",0.011298753803488215,0.5224663824204657,6.867612604053613
19,"Ahuyama->Lechuga,Zanahoria",0.015206860109653945,0.7031813709412922,4.760435912207906
20,"Ahuyama->Zanahoria,Limon",0.010518551092638433,0.6777879341864717,4.588526027706543
21,"Ahuyama->Papa,Mazorca",0.010915745199980141,0.524182561307902,7.567476462854781
22,"Ahuyama->Pimenton,Mazorca",0.010007872954627666,0.5462640340689122,7.886260485289972
23,"Ahuyama->Tomate,Mazorca",0.01161083488782813,0.5146180446400503,7.429396221150528
24,"Ahuyama->Zanahoria,Mazorca",0.010993765471065118,0.7287259050305595,4.933368703752691
25,"Ahuyama->Papa,Name",0.015221045613487577,0.519738435456527,7.503317865715777
26,"Ahuyama->Pimenton,Name",0.013142869301860429,0.564594759293114,8.150896018633713
27,"Ahuyama->Tomate,Name",0.01572463099958153,0.5126011560693642,7.400278967137373
28,"Ahuyama->Yuca,Name",0.012979736007773655,0.5743879472693032,6.662474890789946
29,"Ahuyama->Zanahoria,Name",0.013079034534609082,0.5948387096774194,8.587519438737424
30,"Ahuyama->Pepino,Zanahoria",0.016625410493017186,0.731813924445832,4.954274147397168
31,"Ahuyama->Zanahoria,Pimenton",0.02410826376525828,0.6916971916971917,4.6826896840581655
32,"Ahuyama->Platano,Zanahoria",0.010107171481463093,0.6427604871447903,4.35139529060102
33,"Ahuyama->Tomate,Zanahoria",0.02756952670066459,0.6212242288636727,4.205597945033149
34,"Zanahoria->Apio,Aji",0.010788075665477449,0.6442185514612452,4.361266174587991
35,"Pimenton->Zanahoria,Aji",0.014462121158388243,0.6203224825068452,4.199493252960607
36,"Pepino->Ajo,Apio",0.014781294994644973,0.5420026007802341,4.4847939832974015
37,"Zanahoria->Ajo,Apio",0.023023072721985404,0.6295577967416602,4.262014991107747
38,"Cilantro->Ajo,Zanahoria",0.011412237834157275,0.6035258814703677,4.0857826996363045
39,"Ajo->Lechuga,Zanahoria",0.017185737894445666,0.6019875776397516,4.075368605774078
40,"Zanahoria->Ajo,Name",0.01017100624871444,0.6058301647655261,4.101382363398001
41,"Pepino->Ajo,Zanahoria",0.01787373483037684,0.6553966189856957,4.436940070785281
42,"Apio->Habichuela,Cebolla",0.01214988403350616,0.5300123762376238,4.385581014928478
43,"Apio->Mazorca,Cebolla",0.014667810963975913,0.5593724641601298,4.628520708343949
44,"Apio->Name,Cebolla",0.018909276610232003,0.5439706182411753,4.501078320042554
45,"Remolacha->Apio,Cebolla",0.010284490279383498,0.5319148936170213,4.401323372038864
46,"Cebollin->Apio,Zanahoria",0.010738426402059735,0.6434339141521462,4.355954293786467
47,"Cilantro->Apio,Lechuga",0.010348325046634844,0.5255763688760807,4.348875325516154
48,"Cilantro->Apio,Papa",0.013830866237791601,0.5107386066003143,4.2261004405171505
49,"Cilantro->Apio,Pimenton",0.014596883444807751,0.5280985373364127,4.369744978022389
50,"Cilantro->Apio,Zanahoria",0.013667732943704828,0.6488215488215489,4.392427799231795
51,"Tomate->Apio,Habichuela",0.01035541779855166,0.5334307636097917,4.413866420011792
52,"Apio->Lechuga,Name",0.010114264233379909,0.6611033843300881,5.470291980357697
53,"Pepino->Apio,Lechuga",0.015518941193993857,0.5652286230948075,4.676977424820342
54,"Apio->Yuca,Lechuga",0.011398052330323642,0.5605162190442972,4.637984694338659
55,"Apio->Lechuga,Zanahoria",0.02076757761243785,0.667578659370725,4.519410717661536
56,"Pepino->Apio,Limon",0.010461809077303904,0.5282951289398281,4.371371672873844
57,"Zanahoria->Apio,Limon",0.013880515501209315,0.633948817622287,4.291741565723069
58,"Apio->Papa,Mazorca",0.011561185624410416,0.5551771117166213,4.593806315148467
59,"Pimenton->Apio,Mazorca",0.011263290043904134,0.6147890050329076,5.087064207440848
60,"Tomate->Apio,Mazorca",0.012454872365929256,0.552027664256523,4.567746250124006
61,"Zanahoria->Apio,Mazorca",0.01149735085715907,0.7259292431706225,4.9144357085077734
62,"Apio->Papa,Name",0.01512174708665215,0.5163477839670623,4.272513510988447
63,"Pimenton->Apio,Name",0.01444793565455461,0.6206581352833638,5.135628254913209
64,"Tomate->Apio,Name",0.016270772897176374,0.5304046242774566,4.388826666603341
65,"Apio->Yuca,Name",0.012199533296923873,0.5754432920709267,6.674716109073459
66,"Zanahoria->Apio,Name",0.0135684344168694,0.6400133824021412,4.332797789853812
67,"Pepino->Apio,Papa",0.019973189397754436,0.5057471264367817,4.18479849810408
68,"Pepino->Apio,Pimenton",0.022363446793721497,0.5497820401046208,4.549164860162591
69,"Pepino->Apio,Yuca",0.011107249501734178,0.5800000000000001,4.7992030048711785
70,"Pepino->Apio,Zanahoria",0.021590336834788528,0.6880650994575045,4.658100946288971
71,"Apio->Yuca,Pimenton",0.01739852045195015,0.5318733738074588,4.400979816875393
72,"Zanahoria->Apio,Pimenton",0.036485115860102564,0.6526262369956864,4.418184986448902
