,Regla,Soporte,Confianza,Lift
73,"Apio->Platano,Zanahoria",0.011993843491336203,0.6191871109483705,4.191806952151149
74,"Tomate->Apio,Zanahoria",0.03849945740447836,0.5974683544303797,4.044774119983905
75,"Apio->Yuca,Zanahoria",0.01629914390484364,0.595799844438683,4.033478549292494
76,"Zanahoria->Berenjena,Cebolla",0.011844895701083063,0.6396016851780927,4.330010659347648
77,"Tomate->Berenjena,Zanahoria",0.010568200356056146,0.6509392747924858,4.406764496961384
78,"Zanahoria->Brocoli,Cebolla",0.01014972799296399,0.5251376146788991,4.518131882343522
79,"Zanahoria->Habichuela,Cebolla",0.015802651270666507,0.5667769015517681,4.876384241952904
80,"Zanahoria->Mazorca,Cebolla",0.017710601536290064,0.5609975286452482,4.826660191991511
81,"Yuca->Name,Cebolla",0.018462433239472584,0.5311160987553561,6.160553488064082
82,"Papaya->Zanahoria,Cebolla",0.010163913496797622,0.6296133567662565,4.262391124417447
83,"Zanahoria->Pepino,Cebolla",0.03652057961968664,0.6311595979406717,4.272858952946191
84,"Zanahoria->Remolacha,Cebolla",0.014774202242728155,0.6319781553398058,5.437356938012075
85,"Cebollin->Zanahoria,Pimenton",0.015377086155657534,0.6124293785310735,4.146058083631879
86,"Cilantro->Lechuga,Zanahoria",0.012022214499003469,0.6105907780979828,4.133611025317224
87,"Cilantro->Papa,Zanahoria",0.016107639603089603,0.5948140387637506,4.0268047878259114
88,"Pepino->Cilantro,Pimenton",0.011149806013235074,0.7383748238609675,4.013831278583202
89,"Pepino->Cilantro,Zanahoria",0.010944116207647405,0.7247534053546265,4.9064754570029505
90,"Zanahoria->Cilantro,Pimenton",0.017391427700033334,0.6292019502181164,4.259605961745031
91,"Zanahoria->Guayaba,Pimenton",0.010554014852222513,0.6449934980494147,4.366512450614085
92,"Platano->Papa,Guineo",0.010383788806218925,0.5230439442658091,7.333277909515928
93,"Pimenton->Zanahoria,Guineo",0.010419252565803006,0.6602247191011237,4.46962560843889
94,"Tomate->Platano,Guineo",0.011915823220251226,0.5013428827215757,7.029020653543381
95,"Zanahoria->Papa,Habichuela",0.010702962642475654,0.6846642468239563,4.63507766712104
96,"Pimenton->Zanahoria,Habichuela",0.012873344729021413,0.7438524590163934,5.035773280719403
97,"Zanahoria->Tomate,Habichuela",0.013341466355531283,0.6872488125685057,4.6525748024210625
98,"Zanahoria->Lechuga,Limon",0.013206704069111775,0.6165562913907285,4.173996685243803
99,"Tomate->Lechuga,Mazorca",0.011468979849491804,0.5083307136120716,5.368467339434634
100,"Zanahoria->Lechuga,Name",0.010100078729546276,0.6601761706073249,4.469296942175941
101,"Pepino->Lechuga,Zanahoria",0.018661030293143435,0.6796693360888659,4.601262845761698
102,"Zanahoria->Lechuga,Pimenton",0.02721488910482378,0.6195704828031648,4.194402324014953
103,"Platano->Lechuga,Zanahoria",0.011859081204916695,0.5933286018452804,4.0167485952926265
104,"Yuca->Lechuga,Zanahoria",0.012830788217520516,0.6309731426578306,4.271596677719431
105,"Zanahoria->Pepino,Limon",0.013469135890033974,0.6801575931232091,4.604568275081539
106,"Pimenton->Zanahoria,Limon",0.01988807637475264,0.6192579505300353,4.192286525846497
107,"Yuca->Papa,Mazorca",0.01093702345573059,0.5252043596730245,6.091981691973677
108,"Zanahoria->Papa,Mazorca",0.014291895112384654,0.6863079019073569,4.646204973687523
109,"Pimenton->Zanahoria,Mazorca",0.013937257516543844,0.7607433217189316,5.150121971853954
110,"Zanahoria->Tomate,Mazorca",0.01571753824766471,0.6966362779000314,4.716126581429345
111,"Yuca->Papa,Name",0.01620693812992503,0.55340276095907,6.419062267779377
112,"Zanahoria->Pepino,Name",0.010291583031300315,0.6989402697495184,4.731724272146108
113,"Pimenton->Yuca,Name",0.012717304186851457,0.5463132236441195,6.336828884274847
114,"Pimenton->Zanahoria,Name",0.015355807899907085,0.6596587446678854,4.465794043598411
115,"Tomate->Yuca,Name",0.016086361347339154,0.5243930635838151,6.082571258051708
116,"Zanahoria->Yuca,Name",0.012291739071842485,0.5590322580645162,6.484360265920039
117,"Pepino->Papa,Zanahoria",0.025299846087283404,0.640625,4.33693835230001
118,"Remolacha->Papa,Zanahoria",0.010929930703813772,0.7651439920556107,5.179913871887472
119,"Zanahoria->Pepino,Pimenton",0.028179503365510783,0.6927637314734089,4.68991000368311
120,"Pepino->Platano,Zanahoria",0.011192362524735973,0.6828212894850715,4.622601113185957
121,"Pepino->Tomate,Zanahoria",0.03338558327245388,0.6252656748140277,4.232957948062756
122,"Pepino->Yuca,Zanahoria",0.012866251977104597,0.6718518518518519,4.548339611098663
123,"Zanahoria->Platano,Pimenton",0.017320500180865173,0.6171341925701288,4.177908992426289
124,"Zanahoria->Remolacha,Pimenton",0.011185269772819155,0.7972699696663296,5.39740208169049
125,"Zanahoria->Yuca,Pimenton",0.020271084978260714,0.6196877710320902,4.1951963483166885
126,"Tomate->Remolacha,Zanahoria",0.013149962053777244,0.5625,5.998057215247315
